,"('C', '_Time/us')","('C', '_Amplitude/mV')"
158,3.160000000000505,-2.191111691183721
159,3.180000000000508,-2.2156562793112466
160,3.2000000000005113,-2.2372961308716546
161,3.2200000000005145,-2.2559989608320596
162,3.240000000000518,-2.271736444767697
163,3.260000000000521,-2.284484257053499
164,3.2800000000005243,-2.2942221035437442
165,3.3000000000005274,-2.300933748699379
166,3.3200000000005305,-2.3046070371280716
167,3.3400000000005337,-2.305233909514107
168,3.3600000000005372,-2.3028104129183644
169,3.3800000000005403,-2.2973367054408578
170,3.4000000000005435,-2.288817055241287
171,3.4200000000005466,-2.2772598339263324
172,3.4400000000005497,-2.2626775043154983
173,3.460000000000553,-2.2450866026085
174,3.4800000000005564,-2.2245077149825145
175,3.5000000000005596,-2.200965448657265
176,3.5200000000005627,-2.1744883974718867
177,3.540000000000566,-2.145109102027706
178,3.560000000000569,-2.1128640044532423
179,3.580000000000572,-2.0777933978627083
180,3.600000000000575,-2.0399413705800105
181,3.6200000000005788,-1.999355745210628
182,3.640000000000582,-1.9560880126500892
183,3.660000000000585,-1.9101932611253767
184,3.680000000000588,-1.861730100370765
185,3.7000000000005917,-1.8107605810480718
186,3.720000000000595,-1.7573501095262734
187,3.7400000000005984,-1.7015673581433648
188,3.7600000000006015,-1.6434841710773456
189,3.7800000000006047,-1.5831754659612978
190,3.800000000000608,-1.5207191313817607
191,3.8200000000006105,-1.4561959204063335
192,3.8400000000006136,-1.3896893402897357
193,3.860000000000617,-1.3212855385167972
194,3.8800000000006203,-1.2510731853386152
195,3.9000000000006234,-1.1791433529731825
196,3.9200000000006265,-1.1055893916338613
197,3.9400000000006297,-1.0305068025652082
198,3.960000000000633,-0.953993108259206
199,3.980000000000636,-0.876147720037832
200,4.0000000000006395,-0.7970718031834814
201,4.020000000000643,-0.7168681398071767
202,4.040000000000646,-0.6356409896455685
203,4.060000000000649,-0.553495948979699
204,4.080000000000652,-0.47053980787114424
205,4.100000000000655,-0.3868804059160123
206,4.120000000000658,-0.302626486713423
207,4.140000000000661,-0.2178875512522648
208,4.1600000000006645,-0.13277371041821487
209,4.1800000000006685,-0.047395536823420334
210,4.200000000000672,0.03813608383419379
211,4.220000000000675,0.12371010167990983
212,4.240000000000678,0.20921545163488767
213,4.260000000000681,0.29454120224391483
214,4.280000000000684,0.37957670416128997
215,4.300000000000687,0.4642117380838105
216,4.32000000000069,0.5483366619339272
217,4.3400000000006935,0.6318425570904508
218,4.360000000000697,0.7146213734664976
219,4.3800000000007,0.796566073239444
220,4.400000000000703,0.8775707730347633
221,4.420000000000706,0.9575308843731908
222,4.44000000000071,1.0363432521902247
223,4.460000000000713,1.113906291239405
224,4.480000000000716,1.1901201201971974
225,4.500000000000719,1.2648866932883716
226,4.5200000000007226,1.3381099292530103
227,4.540000000000726,1.4096958374853616
228,4.560000000000729,1.4795526411724287
229,4.580000000000732,1.5475908972702455
230,4.600000000000735,1.6137236131567452
231,4.620000000000738,1.677866359806322
232,4.640000000000741,1.7399373813362526
233,4.660000000000744,1.7998577007810435
234,4.6800000000007485,1.8575512219532315
235,4.700000000000752,1.9129448272593463
236,4.720000000000755,1.9659684713423873
237,4.740000000000758,2.0165552704272507
238,4.760000000000761,2.0646415872566215
239,4.780000000000764,2.110167111504272
240,4.800000000000767,2.1530749355650953
241,4.82000000000077,2.193311625624368
242,4.8400000000007735,2.2308272879166866
243,4.860000000000777,2.2655756300910235
244,4.88000000000078,2.2975140176067503
245,4.900000000000783,2.3266035250899537
246,4.920000000000786,2.3528089825891434
247,4.94000000000079,2.376099016674804
248,4.960000000000793,2.3964460863358688
249,4.980000000000796,2.4138265136309967
250,5.000000000000799,2.4282205090630833
251,5.0200000000008025,2.4396121916502778
252,5.040000000000806,2.4479896036756985
253,5.060000000000809,2.453344720104427
254,5.080000000000812,2.455673452663551
255,5.100000000000815,2.454975648590583
256,5.120000000000818,2.4512550840590355
257,5.140000000000821,2.4445194523019245
258,5.160000000000824,2.4347803464574986
259,5.1800000000008275,2.4220532371701786
260,5.2000000000008315,2.4063574449871457
261,5.220000000000835,2.3877161075982314
262,5.240000000000838,2.3661561419729114
263,5.260000000000841,2.3417082014557784
264,5.280000000000844,2.3144066278885145
265,5.300000000000847,2.2842893988343147
266,5.32000000000085,2.251398069983904
267,5.340000000000853,2.215777712834275
268,5.3600000000008565,2.177476847732257
269,5.38000000000086,2.1365473723845536
270,5.400000000000863,2.093044485940842
271,5.420000000000866,2.047026608763194
272,5.44000000000087,1.9985552979990637
273,5.460000000000873,1.9476951590825464
274,5.480000000000876,1.8945137532942238
275,5.500000000000879,1.8390815015125348
276,5.520000000000882,1.7814715842985926
277,5.5400000000008855,1.7217598384562989
278,5.560000000000889,1.6600246502186766
279,5.580000000000892,1.5963468452146854
280,5.600000000000895,1.5308095753713422
281,5.620000000000898,1.4634982029157986
282,5.640000000000901,1.3945001816410598
283,5.660000000000904,1.3239049356043464
284,5.680000000000907,1.251803735430585
285,5.7000000000009114,1.178289572396296
286,5.720000000000915,1.1034570304704967
287,5.740000000000918,1.0274021564942375
288,5.760000000000921,0.9502223286808331
289,5.780000000000924,0.8720161236204468
290,5.800000000000927,0.7928831819771327
291,5.82000000000093,0.7129240730639413
292,5.840000000000933,0.6322401584862404
293,5.8600000000009365,0.550933455042412
294,5.88000000000094,0.4691064970727489
295,5.900000000000943,0.38686219844792397
296,5.920000000000946,0.3043037143856682
297,5.940000000000949,0.22153430328987597
298,5.960000000000953,0.1386571887993561
299,5.980000000000956,0.05577542223818939
300,6.000000000000959,-0.027008254344427423
301,6.020000000000962,-0.1095915443571855
302,6.0400000000009655,-0.19187273188706805
303,6.060000000000969,-0.27375081577065924
304,6.080000000000972,-0.3551256423369839
305,6.100000000000975,-0.4358980366372691
306,6.120000000000978,-0.5159699319900236
307,6.140000000000981,-0.5952444976594774
308,6.160000000000984,-0.6736262645001698
309,6.180000000000987,-0.7510212483977365
310,6.200000000000991,-0.8273370713384133
311,6.2200000000009945,-0.9024830799476672
312,6.240000000000998,-0.9763704613390278
313,6.260000000001001,-1.048912356118669
314,6.280000000001004,-1.1200239683973532
315,6.300000000001007,-1.1896226726629637
316,6.32000000000101,-1.2576281173743635
317,6.340000000001013,-1.3239623251409904
318,6.360000000001016,-1.3885497893559569
319,6.3800000000010195,-1.4513175671596548
320,6.400000000001023,-1.5121953686115823
321,6.420000000001026,-1.5711156419572319
322,6.440000000001029,-1.628013654882062
323,6.460000000001033,-1.6828275716469767
324,6.480000000001036,-1.73549852601092
325,6.500000000001039,-1.7859706898490728
326,6.520000000001042,-1.8341913373803553
327,6.540000000001045,-1.8801109049286806
328,6.5600000000010485,-1.9236830461436871
329,6.580000000001052,-1.9648646826164202
330,6.600000000001055,-2.0036160498318423
331,6.620000000001058,-2.0399007384042194
332,6.640000000001061,-2.0736857305520697
333,6.660000000001064,-2.104941431771774
334,6.680000000001067,-2.1336416976797357
335,6.70000000000107,-2.159763855996811
336,6.7200000000010744,-2.183288723657938
337,6.740000000001078,-2.2042006190352184
338,6.760000000001081,-2.222487369268791
339,6.780000000001084,-2.238140312709617
340,6.800000000001087,-2.25115429648336
341,6.82000000000109,-2.2615276691904787
342,6.840000000001093,-2.2692622687659454
343,6.860000000001096,-2.2743634055289967
344,6.8800000000010995,-2.2768398404579524
345,6.900000000001103,-2.276703758734335
346,6.920000000001106,-2.2739707386050263
347,6.940000000001109,-2.268659715619286
348,6.960000000001113,-2.260792942302475
349,6.980000000001116,-2.2503959433358633
350,7.000000000001119,-2.23749746631663
351,7.020000000001122,-2.222129428179735
352,7.040000000001125,-2.204326857369175
353,7.0600000000011285,-2.1841278318488557
354,7.080000000001132,-2.161573413055887
355,7.100000000001135,-2.1367075758956395
356,7.120000000001138,-2.1095771348908654
357,7.140000000001141,-2.0802316665985527
358,7.160000000001144,-2.0487234284135916
359,7.180000000001147,-2.0151072738848206
360,7.20000000000115,-1.979440564671341
361,7.220000000001154,-1.9417830792731958
362,7.2400000000011575,-1.9021969186745087
363,7.260000000001161,-1.8607464090403252
364,7.280000000001164,-1.8174980016141409
365,7.300000000001167,-1.772520169963391
366,7.32000000000117,-1.725883304728306
367,7.340000000001173,-1.6776596060288695
368,7.360000000001176,-1.6279229736894831
369,7.380000000001179,-1.5767488954415314
370,7.400000000001183,-1.5242143332718643
371,7.4200000000011865,-1.470397608079874
372,7.44000000000119,-1.4153782828144528
373,7.460000000001193,-1.3592370442608241
374,7.480000000001197,-1.302055583648283
375,7.5000000000012,-1.2439164762544899
376,7.520000000001203,-1.1849030601775368
377,7.540000000001206,-1.1250993144553534
378,7.560000000001209,-1.064589736704165
379,7.580000000001212,-1.003459220454784
380,7.600000000001216,-0.9417929323619898
381,7.620000000001219,-0.8796761894639957
382,7.640000000001221,-0.81719433666576
383,7.660000000001224,-0.754432624623738
384,7.680000000001227,-0.6914760882039067
385,7.70000000000123,-0.6284094256870524
386,7.720000000001234,-0.5653168788922937
387,7.7400000000012374,-0.5022821143888588
388,7.760000000001241,-0.43938810596416217
389,7.780000000001244,-0.3767170185131179
390,7.800000000001247,-0.31435009351382387
391,7.82000000000125,-0.2523675362481768
392,7.840000000001253,-0.19084840492662764
393,7.860000000001256,-0.12987050187225208
394,7.880000000001259,-0.06951026691511765
395,7.9000000000012625,-0.009842673145342448
396,7.920000000001266,0.04905887483029888
397,7.940000000001269,0.10712263998802239
398,7.960000000001272,0.16427864920709354
399,7.980000000001276,0.2204587866746494
400,8.000000000001279,0.2755968842534469
401,8.020000000001282,0.3296288086822235
402,8.040000000001285,0.382492545495966
403,8.060000000001288,0.43412827955008615
404,8.080000000001291,0.48447847203892674
405,8.100000000001295,0.5334879339083765
406,8.120000000001298,0.5811038955625456
407,8.1400000000013,0.6272760727733124
408,8.160000000001304,0.6719567287057566
409,8.180000000001307,0.7151007319786544
410,8.20000000000131,0.7566656106856476
411,8.220000000001313,0.79661160230621
412,8.240000000001316,0.834901699447145
413,8.26000000000132,0.8715016913531201
414,8.280000000001323,0.9063802011401085
415,8.300000000001326,0.9395087187041216
416,8.320000000001329,0.9708616292690828
417,8.340000000001332,1.000416237541438
418,8.360000000001337,1.0281527874471261
419,8.38000000000134,1.0540544774308434
420,8.400000000001343,1.0781074713071426
421,8.420000000001346,1.1003009046547487
422,8.44000000000135,1.120626886758915
423,8.460000000001353,1.139080498104321
424,8.480000000001356,1.1556597834352391
425,8.500000000001359,1.1703657404024106
426,8.520000000001362,1.1832023038211632
427,8.540000000001365,1.194176325575886
428,8.560000000001368,1.2032975502074952
429,8.580000000001371,1.2105785862313214
430,8.600000000001375,1.2160348732345991
431,8.620000000001378,1.2196846448117113
432,8.64000000000138,1.2215488874015927
433,8.660000000001384,1.2216512950940408
434,8.680000000001387,1.2200182204816628
435,8.70000000000139,1.2166786216365542
436,8.720000000001393,1.211664005300695
437,8.740000000001396,1.205008366377009
438,8.7600000000014,1.1967481238217614
439,8.780000000001403,1.1869220530377205
440,8.800000000001406,1.1755712148754909
441,8.820000000001409,1.1627388813550044
442,8.840000000001412,1.1484704582226013
443,8.860000000001417,1.1328134044643523
444,8.88000000000142,1.1158171489014628
445,8.900000000001423,1.0975330039947877
446,8.920000000001426,1.0780140769925208
447,8.94000000000143,1.057315178558924
448,8.960000000001433,1.035492729020527
449,8.980000000001436,1.0126046623763338
450,9.000000000001439,0.9887103282172172
451,9.020000000001442,0.9638703917033966
452,9.040000000001445,0.9381467317526672
453,9.060000000001448,0.911602337592861
454,9.080000000001451,0.8843012038353708
455,9.100000000001454,0.8563082242292707
456,9.120000000001458,0.8276890842536118
457,9.14000000000146,0.7985101527124393
458,9.160000000001464,0.7688383724940884
459,9.180000000001467,0.7387411506579046
460,9.20000000000147,0.7082862480159596
461,9.220000000001473,0.6775416683708552
462,9.240000000001476,0.6465755475800051
463,9.26000000000148,0.6154560426088094
464,9.280000000001483,0.5842512207381776
465,9.300000000001486,0.5530289490943445
466,9.320000000001489,0.521856784662751
467,9.340000000001492,0.4908018649502167
468,9.360000000001497,0.4599307994584063
469,9.3800000000015,0.4293095621294273
470,9.400000000001503,0.39900338492313514
471,9.420000000001506,0.3690766526837326
472,9.44000000000151,0.33959279945058085
473,9.460000000001513,0.31061420636793136
474,9.480000000001516,0.2822021013446169
475,9.500000000001519,0.25441646060943474
476,9.520000000001522,0.22731591231044815
477,9.540000000001525,0.2009576422985071
478,9.560000000001528,0.17539730223437497
479,9.580000000001531,0.15068892015468235
480,9.600000000001534,0.12688481362799814
481,9.620000000001538,0.10403550562960069
482,9.64000000000154,0.0821896432565676
483,9.660000000001544,0.06139391940546196
484,9.680000000001547,0.04169299752337643
485,9.70000000000155,0.023129439546373698
486,9.720000000001553,0.005743637129392023
487,9.740000000001556,-0.010426253733228252
488,9.76000000000156,-0.025344374598772153
489,9.780000000001563,-0.03897722288919648
490,9.800000000001566,-0.051293706542569165
491,9.820000000001569,-0.06226519492079376
492,9.840000000001572,-0.07186556590196702
493,9.860000000001575,-0.08007124908679701
494,9.88000000000158,-0.08686126505830416
495,9.900000000001583,-0.0922172606369007
496,9.920000000001586,-0.09612354007945595
497,9.94000000000159,-0.0985670921790762
498,9.960000000001592,-0.09953761322429384
499,9.980000000001596,-0.09902752578758878
500,10.000000000001599,-0.09703199331318166
501,10.020000000001602,-0.09354893048680417
502,10.040000000001605,-0.08857900937122347
503,10.060000000001608,-0.08212566129842716
504,10.080000000001611,-0.07419507452036782
505,10.100000000001614,-0.06479618761680703
506,10.120000000001617,-0.05394067867620902
507,10.14000000000162,-0.041642950262233636
508,10.160000000001624,-0.027920110191964775
509,10.180000000001627,-0.012791948150933192
510,10.20000000000163,0.003719091816352874
511,10.220000000001633,0.021587942901856536
512,10.240000000001636,0.04078695116758088
513,10.26000000000164,0.06128591516445266
514,10.280000000001642,0.08305212947805085
515,10.300000000001646,0.10605043213713727
516,10.320000000001649,0.1302432558149481
517,10.340000000001652,0.15559068274721483
518,10.360000000001655,0.18205050328659592
519,10.38000000000166,0.20957827800793122
520,10.400000000001663,0.2381274032717076
521,10.420000000001666,0.2676491801512962
522,10.44000000000167,0.2980928866204793
523,10.460000000001672,0.3294058528984361
524,10.480000000001676,0.36153353983807385
525,10.500000000001679,0.3944196202466393
526,10.520000000001682,0.4280060630164443
527,10.540000000001685,0.46223321994512606
528,10.560000000001688,0.49703991511589407
529,10.580000000001691,0.5323635367099284
530,10.600000000001694,0.5681401311140004
531,10.620000000001697,0.604304499187353
532,10.6400000000017,0.640790294547195
533,10.660000000001704,0.6775301237285551
534,10.680000000001707,0.7144556480736276
535,10.70000000000171,0.7514976871997358
536,10.720000000001713,0.7885863238978578
537,10.740000000001716,0.8256510103052657
538,10.76000000000172,0.8626206752010669
539,10.780000000001722,0.8994238322654277
540,10.800000000001726,0.9359886891463473
541,10.820000000001729,0.9722432571739765
542,10.840000000001732,1.0081154615636398
543,10.860000000001735,1.0435332519457967
544,10.88000000000174,1.0784247130633229
545,10.900000000001743,1.1127181754738475
546,10.920000000001746,1.146342326096023
547,10.94000000000175,1.1792263184399254
548,10.960000000001752,1.211299882359243
549,10.980000000001755,1.2424934331669497
550,11.000000000001759,1.2727381799552453
551,11.020000000001762,1.3019662329613044
552,11.040000000001765,1.3301107098231493
553,11.060000000001768,1.3571058405719862
554,11.080000000001771,1.3828870712057768
555,11.100000000001774,1.4073911656948683
556,11.120000000001777,1.430556306270979
557,11.14000000000178,1.452322191853242
558,11.160000000001784,1.4726301344677928
559,11.180000000001787,1.4914231535196971
560,11.20000000000179,1.5086460677818259
561,11.220000000001793,1.52424558496417
562,11.240000000001796,1.538170388734397
563,11.2600000000018,1.550371223062092
564,11.280000000001802,1.5608009737637016
565,11.300000000001805,1.569414747128674
566,11.320000000001809,1.5761699455117277
567,11.340000000001812,1.5810263397810034
568,11.360000000001815,1.5839461385154723
569,11.38000000000182,1.5848940538506373
570,11.400000000001823,1.5838373638749572
571,11.420000000001826,1.580745971485558
572,11.44000000000183,1.5755924596165174
573,11.460000000001832,1.5683521427578286
574,11.480000000001835,1.5590031146885541
575,11.500000000001839,1.5475262923540867
576,11.520000000001842,1.5339054558206848
577,11.540000000001845,1.5181272842478277
578,11.560000000001848,1.5001813878250154
579,11.580000000001851,1.4800603356230042
580,11.600000000001854,1.457759679317363
581,11.620000000001857,1.433277972747648
582,11.64000000000186,1.4066167872809827
583,11.660000000001864,1.3777807229548622
584,11.680000000001867,1.3467774153788201
585,11.70000000000187,1.3136175383855604
586,11.720000000001873,1.2783148024190427
587,11.740000000001876,1.2408859486629231
588,11.76000000000188,1.2013507389119191
589,11.780000000001882,1.1597319411973874
590,11.800000000001885,1.116055311183759
591,11.820000000001889,1.0703495693594567
592,11.840000000001892,1.0226463740501643
593,11.860000000001895,0.9729802902881607
594,11.880000000001898,0.9213887545809644
595,11.900000000001903,0.8679120356216916
596,11.920000000001906,0.8125931909949439
597,11.940000000001909,0.7554780199364067
598,11.960000000001912,0.6966150122068289
599,11.980000000001915,0.6360552931501048
600,12.000000000001918,0.5738525650087196
601,12.020000000001922,0.5100630445761566
602,12.040000000001925,0.4447453972676884
603,12.060000000001928,0.3779606677024329
604,12.080000000001931,0.3097722068871713
605,12.100000000001934,0.24024559610099094
606,12.120000000001937,0.16944856758571955
607,12.14000000000194,0.09745092214691674
608,12.160000000001943,0.024324443779172974
609,12.180000000001947,-0.04985718856914624
610,12.20000000000195,-0.12501849197263468
611,12.220000000001953,-0.20108227312184518
612,12.240000000001956,-0.27796972440702455
613,12.260000000001959,-0.35560052236162587
614,12.280000000001962,-0.4338929283296645
615,12.300000000001965,-0.512763891225034
616,12.320000000001968,-0.5921291522373711
617,12.340000000001972,-0.6719033513459992
618,12.360000000001975,-0.7520001354956479
619,12.380000000001978,-0.8323322682870435
620,12.400000000001983,-0.9128117410345185
621,12.420000000001986,-0.9933498850368998
622,12.440000000001989,-1.0738574849126206
623,12.460000000001992,-1.1542448928427365
624,12.480000000001995,-1.2344221435670617
625,12.500000000001998,-1.3142990699792914
626,12.520000000002002,-1.3937854191607069
627,12.540000000002005,-1.472790968698703
628,12.560000000002008,-1.5512256431293032
629,12.580000000002011,-1.6289996303492436
630,12.600000000002014,-1.7060234978358024
631,12.620000000002017,-1.7822083085213403
632,12.64000000000202,-1.8574657361615956
633,12.660000000002023,-1.9317081800448788
634,12.680000000002027,-2.004848878885262
635,12.70000000000203,-2.076802023746663
636,12.720000000002033,-2.1474828698446147
637,12.740000000002036,-2.2168078470753136
638,12.760000000002039,-2.2846946691228194
639,12.780000000002042,-2.351062440997083
640,12.800000000002045,-2.415831764857753
641,12.820000000002048,-2.4789248439815945
642,12.840000000002052,-2.540265584733624
643,12.860000000002055,-2.5997796964045907
644,12.880000000002058,-2.6573947887802802
645,12.900000000002063,-2.7130404673134114
646,12.920000000002066,-2.766648425766811
647,12.940000000002069,-2.8181525362089754
648,12.960000000002072,-2.867488936235094
649,12.980000000002075,-2.9145961133028835
650,13.000000000002078,-2.959414986066161
651,13.020000000002081,-3.0018889825993544
652,13.040000000002085,-3.041964115408412
653,13.060000000002088,-3.0795890531276946
654,13.08000000000209,-3.1147151888067763
655,13.100000000002094,-3.147296704698654
656,13.120000000002097,-3.1772906334595996
657,13.1400000000021,-3.2046569156830795
658,13.160000000002103,-3.229358453688926
659,13.180000000002106,-3.251361161497277
660,13.20000000000211,-3.2706340109218948
661,13.220000000002113,-3.2871490737210722
662,13.240000000002116,-3.3008815597512347
663,13.260000000002119,-3.311809851072722
664,13.280000000002122,-3.3199155319634372
665,13.300000000002125,-3.3251834148007386
666,13.320000000002128,-3.3276015617779318
667,13.340000000002131,-3.3271613024278563
668,13.360000000002135,-3.3238572469296925
669,13.380000000002138,-3.317687295183929
670,13.40000000000214,-3.308652641642877
671,13.420000000002146,-3.2967577758903857
672,13.440000000002149,-3.282010478973979
673,13.460000000002152,-3.2644218154907403
674,13.480000000002155,-3.2440061214414824
675,13.500000000002158,-3.220780987868611
676,13.520000000002161,-3.1947672402999707
677,13.540000000002165,-3.1659889140282953
678,13.560000000002168,-3.134473225255496
679,13.58000000000217,-3.1002505381464345
680,13.600000000002174,-3.0633543278314175
681,13.620000000002177,-3.023821139409073
682,13.64000000000218,-2.9816905430043192
683,13.660000000002183,-2.937005084940027
684,13.680000000002186,-2.889810235089071
685,13.70000000000219,-2.840154330474669
686,13.720000000002193,-2.788088515194887
687,13.740000000002196,-2.7336666767502162
688,13.760000000002199,-2.6769453788590725
689,13.780000000002202,-2.6179837908487436
690,13.800000000002205,-2.556843613715085
691,13.820000000002208,-2.49358900294873
692,13.840000000002211,-2.428286488229227
693,13.860000000002215,-2.361004890091301
694,13.880000000002218,-2.2918152336735984
695,13.90000000000222,-2.220790659663692
696,13.920000000002226,-2.14800633255298
697,13.940000000002229,-2.0735393463247713
698,13.960000000002232,-1.9974686276962441
699,13.980000000002235,-1.9198748370414211
700,14.000000000002238,-1.8408402671244886
701,14.020000000002241,-1.7604487397748576
702,14.040000000002244,-1.6787855006387258
703,14.060000000002248,-1.5959371121428105
704,14.08000000000225,-1.5119913448115903
705,14.100000000002254,-1.4270370670761199
706,14.120000000002257,-1.3411641337191684
707,14.14000000000226,-1.2544632731007344
708,14.160000000002263,-1.1670259733097794
709,14.180000000002266,-1.0789443673885337
710,14.20000000000227,-0.9903111177790177
711,14.220000000002273,-0.9012193001405302
712,14.240000000002276,-0.8117622866861673
