,"('B', '_Time/us')","('B', '_Amplitude/mV')"
9154,183.08000000002926,-3.3679384279379776
9155,183.10000000002927,-3.4197109648377166
9156,183.12000000002928,-3.4708445851255965
9157,183.1400000000293,-3.521337869882254
9158,183.16000000002927,-3.571189513740724
9159,183.18000000002928,-3.6203983228662673
9160,183.2000000000293,-3.668963212916652
9161,183.2200000000293,-3.716883206984777
9162,183.24000000002928,-3.764157433523586
9163,183.2600000000293,-3.8107851242560753
9164,183.2800000000293,-3.8567656120702942
9165,183.3000000000293,-3.9020983289006104
9166,183.3200000000293,-3.9467828035975687
9167,183.3400000000293,-3.9908186597859396
9168,183.36000000002932,-4.034205613712503
9169,183.38000000002933,-4.07694347208648
9170,183.4000000000293,-4.119032129910909
9171,183.42000000002932,-4.160471568308057
9172,183.44000000002933,-4.201261852339694
9173,183.46000000002934,-4.241403128823614
9174,183.48000000002932,-4.280895624146254
9175,183.50000000002933,-4.31973964207431
9176,183.52000000002934,-4.357935561565644
9177,183.54000000002935,-4.3954838345802125
9178,183.56000000002933,-4.432384983893528
9179,183.58000000002934,-4.468639600911763
9180,183.60000000002935,-4.504248343492215
9181,183.62000000002936,-4.5392119337678265
9182,183.64000000002935,-4.573531155978056
9183,183.66000000002936,-4.6072068543077505
9184,183.68000000002937,-4.640239930733784
9185,183.70000000002938,-4.672631342881696
9186,183.72000000002936,-4.704382101892219
9187,183.74000000002937,-4.735493270301094
9188,183.76000000002938,-4.765965959930505
9189,183.7800000000294,-4.795801329794014
9190,183.80000000002937,-4.825000584018265
9191,183.82000000002938,-4.853564969779237
9192,183.8400000000294,-4.881495775255569
9193,183.8600000000294,-4.908794327601251
9194,183.88000000002938,-4.935461990935998
9195,183.9000000000294,-4.961500164356308
9196,183.9200000000294,-4.986910279968296
9197,183.9400000000294,-5.011693800941413
9198,183.9600000000294,-5.035852219586268
9199,183.9800000000294,-5.05938705545587
9200,184.00000000002942,-5.082299853472107
9201,184.02000000002943,-5.104592182077999
9202,184.0400000000294,-5.12626563141674
9203,184.06000000002942,-5.147321811539069
9204,184.08000000002943,-5.167762350637274
9205,184.10000000002944,-5.187588893311481
9206,184.12000000002942,-5.206803098864188
9207,184.14000000002943,-5.225406639625487
9208,184.16000000002944,-5.2434011993129355
9209,184.18000000002945,-5.260788471420641
9210,184.20000000002943,-5.277570157644436
9211,184.22000000002944,-5.293747966340103
9212,184.24000000002945,-5.309323611016957
9213,184.26000000002946,-5.324298808866478
9214,184.28000000002945,-5.33867527932821
9215,184.30000000002948,-5.352454742692715
9216,184.32000000002947,-5.365638918740367
9217,184.34000000002948,-5.378229525421841
9218,184.36000000002946,-5.390228277574097
9219,184.3800000000295,-5.401636885678003
9220,184.40000000002948,-5.412457054656152
9221,184.4200000000295,-5.422690482709662
9222,184.44000000002947,-5.432338860198111
9223,184.4600000000295,-5.441403868559902
9224,184.4800000000295,-5.44988717927533
9225,184.5000000000295,-5.4577904528723735
9226,184.52000000002948,-5.465115337975192
9227,184.54000000002952,-5.471863470396335
9228,184.5600000000295,-5.478036472273267
9229,184.58000000002951,-5.483635951248054
9230,184.6000000000295,-5.488663499692881
9231,184.62000000002953,-5.493120693979872
9232,184.64000000002952,-5.49700909379614
9233,184.66000000002953,-5.500330241504207
9234,184.6800000000295,-5.503085661548935
9235,184.70000000002955,-5.5052768599091255
9236,184.72000000002953,-5.506905323596526
9237,184.74000000002954,-5.5079725202006875
9238,184.76000000002952,-5.508479897479887
9239,184.78000000002956,-5.508428882999295
9240,184.80000000002954,-5.507820883815788
9241,184.82000000002955,-5.506657286208943
9242,184.84000000002953,-5.504939455459468
9243,184.86000000002957,-5.502668735674994
