,"('A', '_Time/us')","('A', '_Amplitude/mV')"
4874,97.48000000001558,46.64376725220226
4875,97.50000000001559,46.44849153801661
4876,97.52000000001559,46.252443317961344
4877,97.5400000000156,46.055626907849586
4878,97.56000000001559,45.858046633141825
4879,97.5800000000156,45.6597068288458
4880,97.6000000000156,45.460611839416075
4881,97.62000000001561,45.26076601865426
4882,97.6400000000156,45.060173729608366
4883,97.66000000001561,44.85883934447292
4884,97.68000000001561,44.65676724448862
4885,97.70000000001562,44.453961819842206
4886,97.72000000001562,44.250427469566006
4887,97.74000000001563,44.04616860143821
4888,97.76000000001562,43.841189631882116
4889,97.78000000001563,43.635494985866416
4890,97.80000000001563,43.42908909680465
4891,97.82000000001564,43.221976406455354
4892,97.84000000001564,43.0141613648216
4893,97.86000000001565,42.805648430051214
4894,97.88000000001564,42.59644206833638
4895,97.90000000001565,42.38654675381382
4896,97.92000000001565,42.17596696846449
4897,97.94000000001566,41.964707202013784
4898,97.96000000001565,41.7527719518314
4899,97.98000000001566,41.54016572283163
4900,98.00000000001566,41.32689302737298
4901,98.02000000001567,41.11295838515899
4902,98.04000000001567,40.89836632313765
4903,98.06000000001568,40.68312137540239
4904,98.08000000001567,40.467228083091726
4905,98.10000000001568,40.250690994289904
4906,98.12000000001568,40.03351466392732
4907,98.14000000001569,39.81570365368066
4908,98.16000000001569,39.59726253187383
4909,98.1800000000157,39.378195873378104
4910,98.20000000001569,39.15850825951302
4911,98.2200000000157,38.93820427794706
4912,98.2400000000157,38.717288522598075
4913,98.26000000001571,38.49576559353462
4914,98.2800000000157,38.27364009687655
4915,98.30000000001571,38.05091664469594
4916,98.32000000001571,37.82759985491853
4917,98.34000000001572,37.603694351224405
4918,98.36000000001572,37.37920476294952
4919,98.38000000001573,37.15413572498684
4920,98.40000000001572,36.92849187768794
4921,98.42000000001573,36.702277866764376
4922,98.44000000001573,36.475498343189194
4923,98.46000000001574,36.248157963098855
4924,98.48000000001574,36.020261387694724
4925,98.50000000001575,35.791813283145096
4926,98.52000000001574,35.562818320487324
4927,98.54000000001575,35.33328117552967
4928,98.56000000001575,35.10320652875355
4929,98.58000000001576,34.87259906521602
4930,98.60000000001575,34.64146347445185
4931,98.62000000001576,34.40980445037653
4932,98.64000000001576,34.17762669118842
4933,98.66000000001577,33.944934899271914
4934,98.68000000001577,33.71173378110013
4935,98.70000000001578,33.47802804713791
4936,98.72000000001577,33.24382241174507
4937,98.74000000001578,33.0091215930796
4938,98.76000000001578,32.77393031300092
4939,98.78000000001579,32.538253296973735
4940,98.80000000001579,32.30209527397141
4941,98.8200000000158,32.0654609763799
4942,98.84000000001579,31.828355139901543
4943,98.8600000000158,31.590782503459362
4944,98.8800000000158,31.352747809101015
4945,98.90000000001581,31.114255801903393
4946,98.9200000000158,30.87531122987693
4947,98.94000000001581,30.635918843870442
4948,98.96000000001581,30.396083397475785
4949,98.98000000001582,30.155809646932823
4950,99.00000000001582,29.915102351034648
4951,99.02000000001583,29.673966271032768
4952,99.04000000001582,29.43240617054248
4953,99.06000000001583,29.190426815448568
4954,99.08000000001583,28.948032973811028
4955,99.10000000001584,28.70522941577089
4956,99.12000000001585,28.462020913456435
4957,99.14000000001585,28.218412240889233
4958,99.16000000001586,27.974408173890936
4959,99.18000000001585,27.73001348998937
4960,99.20000000001586,27.48523296832577
4961,99.22000000001586,27.240071389561287
4962,99.24000000001587,26.994533535784463
4963,99.26000000001586,26.74862419041837
4964,99.28000000001587,26.50234813812799
4965,99.30000000001587,26.255710164728125
4966,99.32000000001588,26.008715057090946
4967,99.34000000001588,25.76136760305431
4968,99.36000000001589,25.513672591329698
4969,99.38000000001588,25.26563481141092
4970,99.4000000000159,25.017259053482345
4971,99.42000000001589,24.768550108328053
4972,99.4400000000159,24.519512767240577
4973,99.4600000000159,24.27015182193029
4974,99.4800000000159,24.020472064434504
4975,99.5000000000159,23.770478287027412
4976,99.52000000001591,23.52017528212954
4977,99.54000000001591,23.269567842217814
4978,99.56000000001592,23.01866075973609
4979,99.58000000001591,22.76745882700492
4980,99.60000000001592,22.515966836132698
4981,99.62000000001592,22.264189578926356
4982,99.64000000001593,22.01213184680199
4983,99.66000000001593,21.759798430696954
4984,99.68000000001594,21.507194120980188
4985,99.70000000001593,21.25432370736498
4986,99.72000000001594,21.001191978820014
4987,99.74000000001594,20.747803723481972
4988,99.76000000001595,20.494163728567703
4989,99.78000000001595,20.240276780286678
4990,99.80000000001596,19.986147663754004
4991,99.82000000001595,19.731781162903044
4992,99.84000000001596,19.47718206039904
4993,99.86000000001596,19.22235513755227
4994,99.88000000001597,18.967305174231846
4995,99.90000000001596,18.712036948779737
4996,99.92000000001597,18.456555237924444
4997,99.94000000001597,18.200864816696026
4998,99.96000000001598,17.944970458340183
4999,99.98000000001598,17.68887693423335
5000,100.00000000001599,17.432589013797635
5001,100.02000000001598,17.176111464416334
5002,100.040000000016,16.919449051349208
5003,100.06000000001599,16.66260653764847
5004,100.080000000016,16.405588684074864
5005,100.100000000016,16.14840024901356
5006,100.120000000016,15.8910459883913
5007,100.140000000016,15.633530655592722
5008,100.16000000001601,15.375859001377242
5009,100.18000000001601,15.118035773796922
5010,100.20000000001602,14.86006571811332
5011,100.22000000001601,14.601953576715673
5012,100.24000000001602,14.34370408903871
5013,100.26000000001602,14.085321991480985
5014,100.28000000001603,13.826812017323387
5015,100.30000000001603,13.568178896647927
5016,100.32000000001604,13.309427356256682
5017,100.34000000001603,13.050562119591183
5018,100.36000000001604,12.791587906651936
5019,100.38000000001604,12.532509433918054
5020,100.40000000001605,12.273331414267595
5021,100.42000000001605,12.01405855689768
5022,100.44000000001606,11.75469556724508
5023,100.46000000001605,11.495247146907174
5024,100.48000000001606,11.235717993562949
5025,100.50000000001606,10.976112800894393
5026,100.52000000001607,10.716436258508145
5027,100.54000000001606,10.456693051857405
5028,100.56000000001607,10.19688786216409
5029,100.58000000001607,9.93702536634126
5030,100.60000000001608,9.677110236915711
5031,100.62000000001608,9.417147141951343
5032,100.64000000001609,9.157140744971748
5033,100.66000000001608,8.897095704884457
5034,100.6800000000161,8.637016675904144
5035,100.70000000001609,8.37690830747703
5036,100.7200000000161,8.116775244205078
5037,100.7400000000161,7.856622125770584
5038,100.7600000000161,7.5964535868611165
5039,100.7800000000161,7.336274257094726
5040,100.80000000001611,7.076088760945233
5041,100.82000000001611,6.815901717668059
5042,100.84000000001612,6.555717741226257
5043,100.86000000001611,6.29554144021657
5044,100.88000000001612,6.0353774177962665
5045,100.90000000001612,5.775230271609678
5046,100.92000000001613,5.5151045937156
5047,100.94000000001613,5.255004970514475
5048,100.96000000001614,4.994935982676104
5049,100.98000000001613,4.7349022050677085
5050,101.00000000001614,4.474908206682046
5051,101.02000000001614,4.214958550566012
5052,101.04000000001615,3.955057793749399
5053,101.06000000001615,3.695210487173983
5054,101.08000000001616,3.435421175623007
5055,101.10000000001615,3.1756943976506746
5056,101.12000000001616,2.916034685512253
5057,101.14000000001617,2.656446565094282
5058,101.16000000001617,2.3969345558450392
5059,101.18000000001618,2.137503170705342
5060,101.20000000001617,1.878156916039766
5061,101.22000000001619,1.6189002915678579
5062,101.24000000001618,1.3597377902960552
5063,101.26000000001619,1.1006738984494338
5064,101.28000000001619,0.8417130954040545
5065,101.3000000000162,0.5828598536195871
5066,101.3200000000162,0.3241186385719533
5067,101.3400000000162,0.06549390868670901
5068,101.3600000000162,-0.19300988472773287
5069,101.38000000001621,-0.4513882975462512
5070,101.4000000000162,-0.7096368928931773
5071,101.42000000001622,-0.967751241207681
5072,101.44000000001621,-1.2257269203096135
5073,101.46000000001622,-1.4835595154642003
5074,101.48000000001622,-1.741244619447131
5075,101.50000000001623,-1.9987778326090393
5076,101.52000000001622,-2.256154762939501
5077,101.54000000001624,-2.5133710261314075
5078,101.56000000001623,-2.770422245644148
5079,101.58000000001624,-3.0273040527672888
5080,101.60000000001624,-3.2840120866834916
5081,101.62000000001625,-3.5405419945312504
5082,101.64000000001624,-3.7968894314674557
5083,101.66000000001625,-4.053050060729392
5084,101.68000000001625,-4.309019553696782
5085,101.70000000001626,-4.5647935899532275
5086,101.72000000001626,-4.820367857347593
5087,101.74000000001627,-5.075738052054942
5088,101.76000000001626,-5.330899878637154
5089,101.78000000001627,-5.585849050103452
5090,101.80000000001627,-5.8405812879704175
5091,101.82000000001628,-6.095092322321736
5092,101.84000000001627,-6.3493778918678
5093,101.86000000001629,-6.603433744004806
5094,101.88000000001628,-6.857255634873787
5095,101.90000000001629,-7.11083932941913
5096,101.92000000001629,-7.36418060144685
5097,101.9400000000163,-7.617275233682733
5098,101.9600000000163,-7.870119017829941
5099,101.9800000000163,-8.122707754626441
5100,102.0000000000163,-8.375037253902248
5101,102.02000000001631,-8.627103334636118
5102,102.0400000000163,-8.878901825012074
5103,102.06000000001632,-9.130428562475766
5104,102.08000000001631,-9.381679393790316
5105,102.10000000001632,-9.632650175091927
5106,102.12000000001632,-9.883336771945327
5107,102.14000000001633,-10.133735059398662
5108,102.16000000001632,-10.383840922038406
5109,102.18000000001634,-10.633650254043784
5110,102.20000000001633,-10.88315895924079
5111,102.22000000001634,-11.132362951156246
5112,102.24000000001634,-11.381258153071192
5113,102.26000000001635,-11.629840498074369
5114,102.28000000001634,-11.878105929114808
5115,102.30000000001635,-12.126050399055003
5116,102.32000000001635,-12.373669870722908
5117,102.34000000001636,-12.620960316964108
5118,102.36000000001636,-12.867917720693782
5119,102.38000000001637,-13.114538074948038
